StrainID,Coverage,Assembly,Hybrid,NcontigsLonger0bp,NcontigsLonger1000bp,NcontigsLonger5000bp,NcontigsLonger10000bp,NcontigsLonger25000bp,NcontigsLonger50000bp,TotalLengthContigAbove0,TotalLengthContigAbove1000,TotalLengthContigAbove5000,TotalLengthContigAbove10000,TotalLengthContigAbove25000,TotalLengthContigAbove50000,Ncontigs,LargestContig,TotalLength,ReferenceLength,GC,ReferenceGC,N50,NG50,N75,NG75,L50,LG50,L75,LG75,Nmisassemblies,NmisassembledContigs,MisassembledContigsLength,LocalMisassemblies,NunalignedContigs,UnalignedLength,GenomeFraction,DuplicationRatio,NsPer100kbp,NmismatchesPer100kbp,NindelsPer100kbp,LargestAlignment,TotalAlignedLength,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
9135,112,SJTD-1,1,179,108,75,63,54,42,6788353,6760712,6673265,6594594,6437072,5963729,128,474043,6773325,6243825,66.13,66.5,163457,173477,89214,91473,14,13,29,25,50,33,4481686,54,12 + 22 part,283892,94.886,1.095,0,954.54,21.27,339989,5931946,76839,84420,34238,45193,26,23,59,48
9135,112,soapdenovo2,0,561776,0,0,0,0,0,44952670,0,0,0,0,0,8,659,4414,6264404,58.18,66.56,536,-,511,-,4,-,6,-,0,0,0,0,3 + 0 part,1639,0.044,1.001,0,1443,144.3,659,2774,510,-,-,-,4,-,-,-
9135,112,T38079,1,178,107,73,61,54,42,6788637,6761024,6673078,6594407,6471453,5998227,126,474043,6773084,6809437,66.13,66.15,161320,161320,82767,82767,14,14,29,29,61,38,4653383,58,9 + 20 part,112473,91.082,1.074,0,995.91,23.6,266346,6211009,70790,70790,35255,35255,26,26,58,58
9135,112,T52373,1,177,105,72,60,54,42,6788587,6760496,6673049,6594378,6484796,6019910,125,474043,6773109,6322459,66.13,66.51,163457,186124,89214,91265,14,12,28,25,44,32,4580244,60,15 + 24 part,282655,93.885,1.093,0,977.43,23.92,301798,5942008,80768,89097,34642,44282,23,21,55,47
9135,112,T63266,1,177,105,72,60,54,42,6788554,6760508,6673061,6594390,6488751,6023865,125,474043,6773121,6456866,66.13,66.33,165549,173476,89214,91162,14,13,28,26,56,37,4880599,55,19 + 15 part,226020,92.851,1.092,0,1014.1,24.32,340023,6002619,76428,80664,34243,39245,25,23,56,50
9135,112,UCBPP-PA14,1,173,104,70,58,52,42,6787503,6760510,6673008,6594337,6480045,6088901,124,474043,6773123,6537648,66.13,66.29,173477,186124,89214,91162,13,12,27,25,43,33,4498367,41,9 + 20 part,319018,92.943,1.062,0,650.27,16.08,307162,6083476,99646,100739,43305,48691,19,18,46,42
9135,112,USDA-ARS-USMARC-41639,1,173,105,71,59,54,42,6787407,6761012,6673066,6594395,6502128,6037242,124,474043,6773072,6364583,66.13,66.39,165549,186124,89214,91265,14,12,28,25,53,37,4623831,51,9 + 15 part,248878,94.31,1.087,0,960.24,20.26,376000,6009692,84729,89228,38855,48677,22,19,51,43
9135,112,VA-134,1,179,105,72,60,54,42,6789411,6760494,6673047,6594376,6484794,6019908,125,474043,6773107,6400418,66.13,66.42,163457,186124,89214,91265,14,12,28,25,52,34,4860682,55,20 + 21 part,219250,93.798,1.092,0,1009.52,22.87,301801,6011111,78810,88786,35255,44481,24,22,54,47
9135,112,velvet_57,0,216,147,118,98,78,50,6737940,6717577,6640098,6499704,6152914,5165193,158,289716,6725285,6264404,66.23,66.56,92320,96054,53940,57128,24,21,48,42,48,36,2872977,62,12 + 24 part,551258,95.041,1.037,44.62,970.85,22.29,241169,5960818,55911,57613,25494,30375,35,31,79,67
9135,112,velvet_optimiser,0,247,192,151,129,82,45,6801287,6783284,6676588,6520426,5669478,4341017,199,261694,6788121,6264404,66.15,66.56,67575,69922,36894,42585,29,26,63,53,46,38,2398716,61,15 + 30 part,587515,95.517,1.036,100.5,965.44,22.29,234975,5997897,50749,54788,19142,25906,40,35,94,76
9135,112,velvet_parametrized,0,54969,0,0,0,0,0,7357794,0,0,0,0,0,101,948,59632,6264404,61.84,66.56,573,-,529,-,46,-,73,-,0,0,0,0,22 + 3 part,14929,0.713,1,0,852.67,67.14,869,44695,537,-,-,-,49,-,-,-
9135,112,velvet_unknown,0,981,525,326,217,74,12,6747173,6599628,6105466,5293405,2972658,837007,619,96981,6668923,6264404,66.17,66.56,21949,23958,12046,13935,90,81,191,168,27,26,603048,41,67 + 44 part,679514,94.192,1.015,0.64,964.01,21.05,96981,5907138,17615,18464,7817,9472,107,95,244,209
9135,112,VRFPA04,1,182,114,79,67,59,44,6787299,6760674,6669593,6590922,6449708,5885336,134,399539,6773287,6818030,66.13,66.48,133634,133634,80409,80409,15,15,32,32,395,62,6111475,137,23 + 17 part,286993,85.893,1.108,0,602.88,22.28,81067,5870601,22663,22407,9252,8778,86,87,201,205
9135,112,W16407,1,178,107,73,61,55,43,6788645,6761032,6673086,6594415,6484833,6019934,126,396770,6773092,6829406,66.13,65.93,163456,161320,89214,82767,14,15,29,30,61,34,4148273,60,8 + 19 part,273187,88.734,1.073,0,978.34,23.93,266492,6067258,79426,78419,35255,34238,24,25,55,57
9135,112,W36662,1,174,105,72,61,55,42,6787490,6760543,6673096,6603324,6497685,6004179,125,474043,6773156,6804266,66.13,66.17,165549,165549,82767,82767,14,14,29,29,58,37,5050696,46,24 + 18 part,255235,88.318,1.085,0,981.9,21.97,286522,6016576,69957,69957,33835,33010,23,23,58,59
9135,112,W45909,1,176,106,72,60,54,43,6788197,6761025,6673079,6594408,6484826,6058561,125,474042,6773085,6803881,66.13,66.25,163457,163457,89214,89214,14,14,29,29,48,29,3921492,56,11 + 17 part,147311,91.558,1.064,0,974.9,23.71,340070,6236399,88868,88868,42325,39667,21,21,47,48
9135,112,W60856,1,175,105,71,59,53,42,6787873,6760560,6673037,6594366,6488727,6062462,125,474043,6773173,6907606,66.13,66.18,173478,163457,89214,82767,13,14,28,29,69,39,5050212,56,4 + 22 part,87587,90.769,1.066,0,941.16,20.81,274042,6277731,72846,70421,34727,32623,27,28,59,62
9135,112,X78812,1,177,107,73,61,55,42,6788225,6761013,6673067,6594396,6484814,5976225,126,474043,6773073,6371121,66.13,66.42,163457,186124,82767,91162,14,12,28,25,44,30,4099821,56,10 + 21 part,272210,94.549,1.079,0,960.87,20.93,379522,6030436,76257,77381,35094,39667,25,23,57,49
9135,112,YL84,1,177,106,72,60,54,42,6788563,6761042,6673096,6594425,6484843,6019957,125,474043,6773102,6433441,66.13,66.43,163457,173477,89214,91265,14,13,28,25,57,36,4583320,57,9 + 16 part,163918,94.169,1.091,0,986.53,21.79,286522,6064812,75760,78810,35196,39595,25,23,57,50
9136,67,12-4-4_59,1,222,118,80,68,55,41,6587434,6542771,6447070,6366434,6146838,5586918,149,340342,6564270,6431911,66.15,66.35,125001,131341,88507,95114,17,16,32,31,30,23,3252834,38,33 + 24 part,348048,92.138,1.049,0,486.68,10.63,252385,5934719,85905,87339,47316,47938,26,25,51,48
9136,67,8380,1,227,119,81,70,55,41,6588871,6542846,6447145,6374945,6112425,5542638,150,340342,6564345,6613260,66.15,66.23,124842,124842,88507,84552,17,17,32,33,47,28,3759155,47,21 + 24 part,281532,91.101,1.043,0,515.95,11.22,252379,6033662,82606,82606,39614,38584,27,27,56,57
9136,67,AES-1R,1,223,119,81,71,56,42,6587636,6542973,6447272,6381055,6118535,5542811,150,300089,6564472,6343337,66.15,66.51,124842,125001,84552,90662,17,16,33,31,36,24,3000976,40,31 + 30 part,404144,93.055,1.044,0,479.47,11.72,252281,5911172,92796,93690,43463,47771,26,25,52,49
9136,67,ATCC_27853,1,233,126,86,73,57,39,6588459,6542791,6443454,6354604,6085957,5377099,157,340342,6564305,6827737,66.15,66.11,125001,124842,84284,71229,17,18,33,35,34,25,3339522,54,28 + 35 part,350982,86.374,1.054,0,522.62,11.8,228240,5906512,92106,83895,38426,31379,26,28,54,60
9136,67,B136-33,1,225,120,82,71,58,42,6588360,6543553,6447390,6375190,6147162,5506899,150,340345,6564471,6421010,66.15,66.42,125001,125001,84283,84552,17,17,34,32,47,29,3780628,48,23 + 25 part,265992,93.159,1.053,0,979.96,19.79,191672,5990835,80079,82283,35320,39603,28,27,57,54
9136,67,BAMCPA07-48,1,230,122,84,72,59,42,6589539,6543343,6447642,6367006,6147410,5462774,153,340345,6564842,7021552,66.15,66.03,124842,106401,84283,63528,17,19,34,39,63,34,3635796,49,25 + 25 part,238233,85.738,1.051,0,968.23,23.07,252386,6028887,82283,78354,32613,24490,28,30,60,72
9136,67,Carb01_63,1,230,120,82,70,57,42,6589415,6542727,6447026,6362531,6142935,5532724,151,340342,6564226,7497593,66.15,65.6,124842,106401,88507,48452,18,22,33,44,59,39,3637586,52,28 + 15 part,259895,81.158,1.036,0,541.6,12.84,245125,6093052,84859,71460,37305,19407,26,32,55,79
9136,67,clc,0,250,150,115,98,70,44,6569890,6531348,6440491,6323241,5827037,4816913,172,466248,6546979,6264404,66.16,66.56,96410,100027,49026,52795,23,21,46,42,36,29,2326432,55,21 + 29 part,473266,94.686,1.024,12.85,484.29,11.24,270186,5938729,61632,72311,27794,31172,29,27,68,61
9136,67,Cu1510,1,227,122,84,72,57,41,6587981,6542923,6447222,6366172,6103625,5453591,153,340345,6564422,6123018,66.15,66.65,124842,128758,84283,90662,17,15,33,29,49,35,3590341,74,41 + 43 part,376890,93.758,1.078,0,949.74,29.09,253432,5744024,86385,90823,32784,38594,27,25,59,50
9136,67,DHS01,1,217,120,81,70,57,41,6586076,6544639,6446976,6372323,6152727,5496852,149,340342,6564849,7055752,66.16,65.76,121497,108543,84283,63903,17,19,33,38,36,23,3189480,45,26 + 28 part,338824,83.633,1.055,0,512.23,10.76,230481,5909093,92607,84281,36354,23775,25,28,52,65
9136,67,DK2,1,223,124,84,71,56,40,6586603,6544266,6445950,6356464,6102380,5455833,154,340342,6565057,6402658,66.16,66.27,124842,125000,84552,90662,17,16,33,31,38,24,2827505,39,43 + 27 part,436315,91.766,1.043,0,530.77,12.08,258825,5882831,92821,93609,42407,47506,24,23,50,47
9136,67,DSM_50071,1,222,118,80,69,56,41,6587579,6542916,6447215,6375015,6146987,5542611,149,340345,6564415,6317050,66.15,66.52,124842,125001,88507,95108,17,16,32,30,31,20,3017325,39,37 + 31 part,391465,93.284,1.048,0,495.05,11.49,252349,5899788,88270,92960,43400,47805,27,25,52,48
9136,67,F22031,1,222,119,81,70,57,41,6587493,6543411,6447248,6372595,6152999,5507461,149,340342,6564329,6603099,66.15,66.22,124842,124842,84400,84400,17,17,33,33,36,24,3704086,49,20 + 25 part,352354,89.728,1.048,0,476.03,10.89,245301,5933565,83187,83187,38426,38426,27,27,56,56
9136,67,F23197,1,223,119,81,69,56,41,6587297,6542619,6446965,6363462,6143866,5533655,150,340342,6564133,6535112,66.15,66.21,124842,124842,88507,88507,17,17,32,32,31,21,2818423,38,33 + 22 part,319355,92.347,1.035,0,525.2,11.72,253794,6041484,96047,96047,47518,47825,23,23,46,45
9136,67,F30658,1,223,119,81,69,56,42,6587410,6542747,6447046,6362551,6142955,5576994,150,340342,6564246,7273258,66.15,65.76,125001,119435,88507,56856,18,21,33,40,46,30,3187184,39,28 + 13 part,212408,84.603,1.032,0,511.98,12.46,181895,6160566,94505,84859,48287,30344,25,29,49,62
9136,67,F63912,1,220,120,80,69,56,41,6586821,6544097,6444616,6372416,6144388,5542482,150,340345,6564888,6641519,66.16,66.23,124842,124842,88507,84552,17,17,32,33,42,26,3040504,36,24 + 26 part,287050,90.045,1.05,0,517.53,11.02,252349,5989306,92851,92101,40275,38426,24,25,50,52
9136,67,F9670,1,224,118,80,70,57,41,6588261,6542930,6447276,6381059,6153031,5507494,149,340342,6564444,6794354,66.15,66.15,124842,121497,84400,76736,17,18,33,35,42,27,3460678,41,29 + 23 part,255204,88.151,1.053,0,526.79,16.65,252239,5997865,83895,81947,38868,34422,27,28,55,59
9136,67,F9676,1,222,118,80,69,56,41,6587522,6542859,6447158,6372505,6152855,5542644,149,340342,6564358,6368008,66.15,66.47,124842,125001,88507,90662,17,16,32,31,30,23,3231705,35,22 + 25 part,372070,93.507,1.04,0,474.36,11.1,252383,5961928,98243,100657,47439,47825,25,24,50,47
9136,67,FRD1,1,228,121,83,70,56,42,6588395,6542742,6447041,6354317,6119910,5553949,152,340342,6564241,6712339,66.15,66.09,125001,125001,88507,84284,18,18,33,34,38,28,2565096,42,29 + 13 part,270629,90.904,1.031,0,515.13,16.14,245301,6108976,101956,100190,48946,47678,23,24,46,48
9136,67,H27930,1,225,120,82,70,57,41,6588030,6543046,6447392,6364878,6145163,5499625,151,340342,6564545,6598021,66.15,66.23,124842,124842,84400,84400,17,17,33,33,32,23,2943215,41,23 + 25 part,284489,91.154,1.044,0,503.69,11.85,252386,6022969,95931,95931,44250,44250,25,25,50,50
9136,67,H47921,1,222,118,80,69,56,41,6587266,6542603,6446902,6374702,6146670,5542500,149,340342,6564102,6836415,66.15,66.07,124842,121497,88507,76736,17,18,32,35,48,33,3877773,48,30 + 26 part,296739,86.573,1.059,0,676.39,14.33,252349,5925552,78031,77305,36237,31199,26,28,56,61
9136,67,H5708,1,226,121,83,71,58,42,6587758,6542775,6447074,6366438,6146846,5507351,152,340342,6564274,6351710,66.15,66.5,124842,125001,84400,88507,18,17,34,32,25,16,2213079,36,29 + 30 part,393326,93.819,1.036,0,507.31,11.16,258876,5966072,96055,100822,46292,48946,24,23,47,44
9136,67,idba,0,236,177,128,111,75,45,6571345,6542894,6418997,6292898,5686363,4557737,201,267148,6560520,6264404,66.16,66.56,84205,91046,44250,47817,26,24,53,48,33,27,1935046,43,23 + 40 part,506760,94.781,1.02,0,485.49,11.3,265126,5946233,58538,60749,26782,31172,33,31,74,66
9136,67,idba_ud,0,263,158,114,95,72,44,6588727,6543702,6433085,6297134,5916004,4809394,189,299607,6565201,6264404,66.16,66.56,95968,99504,47825,53011,23,21,47,42,34,25,2107626,41,19 + 39 part,507685,94.803,1.02,0,485.05,11.3,265205,5948564,63102,69180,31429,35440,30,28,66,59
9136,67,IOMTU_133,1,228,121,83,71,58,41,6588839,6542971,6447270,6365217,6137185,5452545,152,340345,6564470,6897018,66.15,65.98,124842,121497,84284,63903,17,18,33,37,51,32,3552170,54,30 + 23 part,355258,86.007,1.047,0,985.96,19.67,243723,5938141,87275,77311,34048,25891,27,29,57,66
9136,67,LES431,1,222,118,80,69,56,41,6587338,6542675,6446974,6372321,6152725,5542514,149,340342,6564174,6550070,66.15,66.34,124842,124842,88507,88507,17,17,32,32,24,20,3192926,37,29 + 30 part,302925,92.147,1.037,0,462.51,11.61,252385,6044399,93389,93389,47771,47771,25,25,49,49
9136,67,LESB58,1,222,118,80,69,56,41,6587332,6542669,6446968,6372315,6152719,5542508,149,340342,6564168,6601757,66.15,66.3,124842,124842,88507,84552,17,17,32,33,26,22,3273518,37,29 + 30 part,302925,91.414,1.038,0,462.06,11.35,252379,6043273,93389,93389,47771,47518,25,25,49,50
9136,67,M1608,1,229,123,85,72,58,40,6588474,6543045,6447344,6356855,6122448,5386668,154,340342,6564544,6475385,66.15,65.96,124842,125001,76736,84283,17,16,33,32,64,35,3988377,40,27 + 21 part,581041,87.739,1.053,0,947.93,20.8,243701,5688012,75818,75818,22259,24440,28,28,67,64
9136,67,M18,1,219,120,81,70,55,41,6586806,6544419,6447218,6372565,6118481,5542655,150,340342,6565210,6327754,66.16,66.5,124842,125001,88507,95108,17,16,32,30,30,21,3345800,32,35 + 30 part,388559,92.528,1.055,0,468.58,10.23,252390,5862343,93411,95315,44639,47445,26,25,52,48
9136,67,M37351,1,228,123,85,72,58,41,6588368,6543520,6447357,6356868,6122461,5437829,153,340342,6564438,6897231,66.15,65.97,124842,121497,76736,63903,17,18,33,37,68,38,4193100,47,22 + 20 part,267559,86.792,1.052,0,946.07,20.35,243701,5992465,76509,75718,28409,22259,28,30,63,73
9136,67,MTB-1,1,229,122,84,71,58,42,6588981,6543090,6447389,6356900,6137304,5497039,153,340342,6564589,6580038,66.15,66.24,125001,124842,84283,84283,17,18,34,34,49,30,3260769,45,31 + 29 part,310581,89.949,1.057,0,982.58,20.98,252385,5927696,78081,78081,34048,34048,26,26,58,58
9136,67,N17-1,1,223,119,81,70,55,41,6587445,6542782,6447081,6372428,6118344,5542620,150,340342,6564281,6370730,66.15,66.41,124842,125001,88507,90662,17,16,32,31,28,21,2957359,39,42 + 22 part,340706,92.952,1.051,0,507.13,12.21,252349,5931852,101727,102780,47803,54425,24,23,46,43
9136,67,NCGM_1900,1,229,121,83,71,56,41,6589267,6543063,6447362,6366726,6112642,5507486,152,340345,6564562,6814936,66.15,65.98,124842,121497,84400,76736,17,18,33,35,59,33,4258520,48,28 + 31 part,433673,85.535,1.052,0,975.73,20.47,191672,5838271,71411,69780,27996,24327,31,32,67,74
9136,67,NCGM_1984,1,229,121,83,71,56,41,6589267,6543063,6447362,6366726,6112642,5507486,152,340345,6564562,6850954,66.15,65.96,124842,121497,84400,76736,17,18,33,35,59,33,4258520,49,28 + 31 part,433673,85.087,1.052,0,975.77,20.24,191672,5838340,71411,66874,27996,23211,31,33,67,75
9136,67,NCGM257,1,230,123,85,71,58,41,6588933,6543041,6447340,6348974,6129378,5444747,154,340345,6564540,7090694,66.15,65.91,124842,106401,84284,56026,17,19,33,39,54,37,4325195,53,28 + 23 part,223847,84.253,1.061,0,990.77,20.02,191480,5980237,80078,75729,36572,24440,29,32,58,71
9136,67,NCTC10332,1,223,119,81,70,57,41,6587580,6542917,6447216,6375016,6146988,5511401,150,340345,6564416,6316979,66.15,66.52,121497,124842,84552,90662,17,16,33,31,31,20,2896899,39,37 + 31 part,391465,93.283,1.048,0,495.07,13.51,252349,5899788,88270,92960,42296,47518,27,25,53,49
9136,67,PA1,1,220,121,82,70,57,41,6586569,6544231,6447030,6366394,6146798,5496968,151,340342,6565022,6498072,66.16,66.35,121497,124842,84284,84552,17,16,33,32,46,26,3265443,48,32 + 32 part,408588,91.294,1.038,0,562.11,11.33,258824,5941482,92252,93690,36290,38426,26,25,53,51
9136,67,PA1R,1,220,122,83,71,58,40,6586244,6544226,6447025,6366389,6146793,5400795,152,340342,6565017,6309305,66.16,66.29,121497,124842,79323,84552,17,16,33,31,41,24,3283035,47,35 + 36 part,612646,90.664,1.041,0,562.58,11.43,258824,5729592,93690,98945,34121,39499,26,25,54,49
9136,67,PA1RG,1,220,121,82,70,57,41,6586569,6544231,6447030,6366394,6146798,5496968,151,340342,6565022,6500439,66.16,66.34,121497,124842,84284,84552,17,16,33,32,46,26,3317281,48,32 + 32 part,408588,91.26,1.038,0,562.06,11.18,258824,5941482,93690,97694,36290,38426,26,25,53,51
9136,67,PA7,1,308,150,108,89,68,43,6607579,6542916,6435719,6297922,5956874,4960236,184,299607,6566463,6588339,66.16,66.45,104752,104752,50413,50413,21,21,43,43,13,11,551889,13,64 + 88 part,4739373,25.051,1.107,0,3730.18,120.21,78892,1655116,-,,,,,,,
9136,67,PAO1,1,223,120,82,70,55,41,6587252,6543170,6447007,6366371,6112287,5542608,150,340342,6564088,6264404,66.15,66.56,124842,131341,88507,95108,17,15,32,30,34,24,3231829,40,19 + 28 part,425024,94.803,1.034,0,484.27,11.32,270285,5947569,85905,88740,40968,48946,25,23,51,46
9136,67,PAO1_Orsay,1,224,120,82,70,55,41,6587371,6542708,6447007,6366371,6112287,5542608,151,340342,6564207,6276469,66.15,66.54,124842,125001,88507,95108,17,16,32,30,35,25,3303058,40,19 + 28 part,425024,94.618,1.034,0,483.9,10.83,270285,5947638,85905,88740,39614,47771,25,23,52,47
9136,67,RP73,1,218,119,80,69,56,41,6586416,6544077,6446876,6374676,6146648,5542482,149,340345,6564868,6342034,66.16,66.46,124842,125001,88507,90662,17,16,32,31,39,25,3159359,36,26 + 23 part,287566,93.769,1.056,0,519.37,11.47,243723,5956371,92851,93282,44247,47518,25,24,50,47
9136,67,S86968,1,225,119,81,71,56,41,6588263,6542932,6447278,6381061,6118545,5507494,150,340342,6564446,6951288,66.15,66.04,124842,121497,84400,71229,17,18,33,36,60,34,3994674,37,29 + 25 part,323298,85.23,1.053,0,524,13.1,211901,5933489,75674,70585,32784,23976,29,31,60,71
9136,67,SCV20265,1,224,119,81,69,56,41,6587683,6542701,6447000,6366364,6146768,5542602,150,340342,6564200,6725183,66.15,66.25,124842,124842,88507,84284,17,17,32,34,43,28,3775482,44,23 + 21 part,252966,89.588,1.048,0,512.6,10.77,252239,6032470,82282,76669,42407,36572,27,28,55,59
9136,67,sga,0,869,511,326,223,79,16,6645151,6531370,6062729,5336734,3030884,991531,582,86184,6581656,6264404,66.16,66.56,22847,24420,12399,13769,90,84,188,170,25,25,622169,34,73 + 86 part,577105,94.632,1.013,0,486.05,11.08,86069,5964207,19790,20854,9336,11143,100,92,217,194
9136,67,sgvi,0,204,115,94,78,61,42,6613840,6579075,6528252,6414235,6129428,5359822,127,466686,6588165,6264404,66.14,66.56,126814,128695,66497,81139,18,17,35,32,41,27,3248078,52,14 + 35 part,489138,94.985,1.025,0,487.27,11.48,270405,5965099,74957,75853,36184,43353,27,24,57,51
9136,67,SJTD-1,1,223,119,81,70,55,41,6587473,6542810,6447109,6374909,6112389,5542602,150,340342,6564309,6243825,66.15,66.5,124842,131341,88507,95102,17,15,32,30,33,21,2987810,43,27 + 22 part,380983,94.435,1.049,0,470.43,10.18,252349,5904517,92788,93690,46013,48993,26,24,51,46
9136,67,soapdenovo2,0,800,291,201,162,92,37,6617927,6503232,6286919,6008544,4793735,2851639,334,163659,6533925,6264404,66.17,66.56,44864,47065,23668,26041,46,43,97,89,28,26,1149981,34,36 + 63 part,548596,94.416,1.012,0,480.71,10.74,163659,5923265,36191,38164,17284,19158,53,50,119,107
9136,67,T38079,1,225,119,81,71,58,40,6588260,6542929,6447275,6381058,6153030,5411325,150,340342,6564443,6809437,66.15,66.15,124842,121497,84284,71229,17,18,33,35,41,26,3200294,41,29 + 24 part,286633,87.976,1.048,0,528.05,13.34,252239,5999061,85905,83895,38868,34285,26,27,54,59
9136,67,T52373,1,225,120,82,69,56,41,6587766,6542775,6447074,6356585,6136989,5532715,151,340342,6564274,6322459,66.15,66.51,124842,125001,88507,95114,17,16,32,30,33,21,2897597,36,31 + 26 part,415865,93.295,1.042,0,485.41,14.09,244416,5907363,93690,95886,40968,47439,24,23,50,46
9136,67,T63266,1,224,119,81,69,56,41,6587742,6542745,6447044,6366408,6146812,5542647,150,340342,6564244,6456866,66.15,66.33,124842,125001,88507,90662,17,16,32,31,38,25,3214236,40,31 + 22 part,283815,91.814,1.059,0,501.27,12.62,252391,5937964,100754,100754,42406,44120,25,25,50,48
9136,67,UCBPP-PA14,1,230,124,86,73,57,41,6588484,6543055,6447354,6356865,6087970,5437829,155,340342,6564554,6537648,66.15,66.29,124842,124842,76736,76736,17,17,33,33,52,33,3848393,50,24 + 21 part,294224,91.151,1.052,0,969.15,21.26,243701,5965894,82282,82282,32784,33013,27,27,58,57
9136,67,USDA-ARS-USMARC-41639,1,221,118,80,69,56,41,6587250,6543168,6447005,6374805,6146773,5542607,148,340342,6564086,6364583,66.15,66.39,124842,125001,88507,90662,17,16,32,31,36,26,3237586,38,17 + 26 part,349926,94.731,1.031,0,480.18,10.48,245301,6037873,88743,92011,44250,47805,24,23,49,46
9136,67,VA-134,1,222,118,80,69,56,41,6587472,6542809,6447108,6374908,6146880,5542606,149,340342,6564308,6400418,66.15,66.42,124842,125001,88507,90662,17,16,32,31,34,24,3288405,37,37 + 26 part,320687,92.877,1.05,0,514.31,11.79,252349,5951470,100176,100972,42296,46278,24,23,49,46
9136,67,velvet_57,0,237,164,125,106,79,48,6540689,6515123,6426133,6287116,5846807,4714351,180,219822,6526771,6264404,66.22,66.56,78298,79177,46259,52709,25,24,52,48,40,29,2242103,45,17 + 25 part,433588,94.492,1.029,26.2,483.9,11.96,163212,5924748,55251,55459,27593,30160,36,34,78,71
9136,67,velvet_optimiser,0,318,229,175,145,91,43,6591273,6550357,6409509,6197295,5316744,3597302,266,223987,6576750,6264404,66.17,66.56,55892,60403,30400,33142,38,35,78,71,34,29,1505655,46,30 + 41 part,498287,94.761,1.024,120.88,486.67,13.07,212033,5956765,39536,43679,19072,23254,45,41,101,90
9136,67,velvet_parametrized,0,272,197,153,130,86,45,6558699,6529577,6415162,6252723,5513684,4054600,218,211911,6544200,6264404,66.23,66.56,67485,70834,35011,37752,32,30,66,60,39,31,1800863,45,20 + 34 part,466570,94.638,1.025,59.73,486.28,11.87,211735,5939661,47568,49074,23372,25584,41,38,91,83
9136,67,velvet_unknown,0,643,413,262,190,89,21,6500730,6422331,6046099,5497505,3867573,1510999,463,132507,6459097,6264404,66.27,66.56,30234,31059,15806,17017,66,63,139,130,33,31,831325,53,44 + 43 part,492921,93.671,1.017,71.74,484.68,13.63,132471,5871749,25477,25873,10285,11728,74,70,170,157
9136,67,VRFPA04,1,237,130,92,76,61,44,6588545,6542816,6447115,6329963,6075879,5392561,161,340345,6564315,6818030,66.15,66.48,121497,106401,71229,63528,19,20,37,39,402,68,5922641,141,42 + 22 part,353360,83.121,1.096,0,956,28.44,78012,5680832,20163,18851,7712,5852,93,99,221,249
9136,67,W16407,1,223,119,81,69,56,41,6587475,6542812,6447111,6366475,6146879,5542611,150,340342,6564311,6829406,66.15,65.93,124842,121497,88507,76736,17,18,32,35,44,30,3653883,41,19 + 19 part,231715,88.5,1.048,0,509.18,13.77,270285,6052156,88536,83369,38692,34173,24,26,51,56
9136,67,W36662,1,227,120,82,70,57,41,6588343,6542641,6446940,6366304,6146708,5502589,151,340342,6564140,6804266,66.15,66.17,124842,121497,84400,76736,17,18,33,35,44,25,3205894,41,40 + 28 part,419226,86.755,1.041,0,504.96,10.86,258825,5911932,77302,76736,38426,34183,27,28,56,61
9136,67,W45909,1,225,118,80,68,55,41,6588268,6542615,6446914,6366278,6146682,5586766,149,340342,6564114,6803881,66.15,66.25,125001,124842,88507,84284,17,18,32,34,40,23,3101037,50,23 + 20 part,242719,88.442,1.051,0,509.22,12.88,252349,6027034,94680,93690,44328,37426,24,25,49,53
9136,67,W60856,1,224,117,79,68,55,41,6588376,6542723,6447022,6372369,6152773,5586812,148,340342,6564222,6907606,66.15,66.18,125001,124842,88507,76736,17,18,32,35,47,28,3611238,45,19 + 24 part,281817,87.018,1.045,0,496.25,12.28,258827,6018715,85905,82431,36354,29816,28,30,55,63
9136,67,X78812,1,221,118,80,69,56,41,6587382,6543300,6447137,6372484,6152888,5542615,148,340342,6564218,6371121,66.15,66.42,124842,125001,88507,90662,17,16,32,31,34,23,3509535,38,23 + 23 part,349136,93.436,1.044,0,492.94,11.29,252349,5962320,88742,92158,40015,44639,27,26,53,50
9136,67,YL84,1,223,119,81,70,57,40,6587779,6543332,6447216,6375016,6146984,5465773,149,340345,6564265,6433441,66.15,66.43,124842,125001,88507,90662,17,16,32,31,38,26,3433760,36,21 + 21 part,281012,93.359,1.046,0,513.09,11.14,252349,6014975,98437,98437,39614,43810,25,25,51,49
9137,185,12-4-4_59,1,133,59,45,43,38,29,6244947,6216645,6185450,6174956,6094231,5763554,75,662138,6227825,6431911,66.5,66.35,254750,254750,115577,112455,7,7,16,17,43,20,4410577,37,3 + 9 part,45583,92.96,1.034,0,503.04,10.67,421092,5984953,116871,114724,59607,54859,15,16,33,36
9137,185,8380,1,135,58,44,42,37,28,6246211,6216594,6185399,6174905,6094180,5763503,75,662138,6228340,6613260,66.5,66.23,254750,234498,139671,109372,7,8,15,18,36,21,4749530,37,0 + 7 part,50973,89.891,1.039,0,459.38,9.57,362729,5950104,134457,114640,61210,51925,15,17,33,38
