StrainID,Assembly,Hybrid,Coverage,Ncontigs,LargestContig,TotalLength,ReferenceLength,GC,ReferenceGC,N50,NG50,N75,NG75,L50,LG50,L75,LG75,Nmisassemblies,NmisassembledContigs,MisassembledContigsLength,LocalMisassemblies,UnalignedLength,GenomeFraction,NmismatchesPer100kbp,NindelsPer100kbp,LargestAlignment,TotalAlignedLength,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
9135,DHS01,1,112,125,474043,6773183,7055752,66.13,65.76,163463,163463,81711,80409,14,14,29,31,62,36,5047354,65,299481,85.158,997.39,22.17,301769,6017354,71005,69956,30564,24507,27,29,61,69
9135,DK2,1,112,126,474043,6773192,6402658,66.13,66.27,173477,186124,89214,91265,13,12,28,25,65,35,5138784,64,267289,92.307,998.05,23.2,286522,5917437,76871,78789,30658,37623,25,23,59,51
9135,DSM_50071,1,112,123,474043,6773361,6317050,66.13,66.52,173478,188840,89214,91473,13,11,27,23,46,27,4413712,50,289507,94.863,974.22,21.84,266492,5998967,78808,85541,37505,47663,25,22,55,47
9135,F22031,1,112,125,474043,6773154,6603099,66.13,66.22,163457,173477,89214,89605,14,13,28,27,55,35,4850607,63,221340,91.204,959.95,20.19,260567,6028965,71574,71743,37623,39519,27,26,58,55
9135,F23197,1,112,126,474043,6773264,6535112,66.13,66.21,163456,173478,89214,91162,14,13,28,26,47,33,4441992,53,213141,92.499,987.57,22.05,284377,6051404,80663,83503,38855,47662,24,23,53,49
9135,F30658,1,112,126,474043,6773195,7273258,66.13,65.76,161320,134810,82767,71019,14,16,29,34,67,37,4896499,61,137691,85.036,985.05,22.75,382680,6191553,77704,76401,38018,32141,27,30,56,66
9135,F63912,1,112,125,474043,6773139,6641519,66.13,66.23,163457,173477,89214,89605,14,13,28,27,49,33,4412385,53,231646,91.473,955.9,22.07,301901,6082683,88786,89097,35240,37505,23,22,53,51
9135,F9670,1,112,125,474043,6773059,6794354,66.13,66.15,173477,173477,89214,89214,13,13,28,28,62,38,4700339,59,103609,91.267,996.21,26.66,266346,6210437,70790,70790,37623,35255,27,27,58,59
9135,F9676,1,112,127,474043,6773134,6368008,66.13,66.47,161320,186124,82767,91265,14,12,29,25,54,31,4387795,56,351471,94.208,967.47,21.25,286442,6005932,70421,75760,33964,39667,28,25,61,52
9135,FRD1,1,112,125,474043,6773126,6712339,66.13,66.09,161320,161320,89213,89605,14,14,29,28,62,38,5128613,61,146163,92.1,938.31,25.53,301923,6189403,77381,77381,38855,39245,26,26,55,54
9135,H27930,1,112,126,474043,6773124,6598021,66.13,66.23,163456,173477,89214,89605,14,13,28,27,53,35,4751735,51,212031,91.518,984.68,22.42,284681,6045371,74728,76428,36447,39519,26,25,57,53
9135,H47921,1,112,123,474043,6773097,6836415,66.13,66.07,165551,165551,89214,82767,14,14,28,29,72,39,5310709,62,169059,89.276,956.75,20.89,301995,6110752,71019,71019,32011,31208,26,26,58,60
9135,H5708,1,112,126,474043,6773108,6351710,66.13,66.5,163457,165549,89214,91265,14,13,29,26,40,29,3760253,54,263337,93.75,953.61,20.79,370447,5961864,89097,93371,37505,47899,21,19,50,43
9135,idba,0,112,163,242612,6767344,6264404,66.13,66.56,91807,94074,51288,59145,24,21,48,41,40,31,2282522,52,575650,95.356,963.81,21.24,240066,5979122,56067,65907,28716,31758,32,28,76,63
9135,idba_ud,0,112,161,257968,6774224,6264404,66.13,66.56,95934,115276,54622,63857,22,19,44,38,40,30,2425698,50,555758,95.384,964.87,21.3,245939,5984148,58663,67613,29607,33708,30,26,71,59
9135,IOMTU_133,1,112,122,474043,6773047,6897018,66.13,65.98,173477,173477,89214,82767,13,13,27,28,38,25,4013731,40,300222,88.439,633.48,14.43,294865,6104760,93615,90016,44469,38855,21,22,47,50
9135,LES431,1,112,125,474043,6773090,6550070,66.13,66.34,173478,173478,89214,91162,13,13,28,26,54,32,4635031,56,283269,90.957,980.74,21.79,286522,5965786,71019,74728,35240,38855,28,26,60,56
9135,LESB58,1,112,125,474043,6773090,6601757,66.13,66.3,173478,173478,89214,89605,13,13,28,27,56,34,4715424,57,283268,90.238,980.5,21.42,286522,5964746,70421,74728,35240,37623,28,26,60,57
9135,M1608,1,112,124,474043,6773139,6475385,66.13,65.96,163457,173477,82767,91162,13,12,28,25,57,36,4779658,40,561758,90.204,663.08,16.01,305129,5849589,82076,87584,26013,34724,22,20,58,50
9135,M18,1,112,127,474043,6773332,6327754,66.13,66.5,163457,186124,89214,91265,14,12,28,25,50,31,4568433,50,342979,93.011,991.11,21.44,300095,5893307,70362,76428,32623,39268,27,24,61,52
9135,M37351,1,112,123,474043,6773119,6897231,66.13,65.97,173477,173477,89214,82767,13,13,27,28,62,40,5163683,42,249786,89.086,664.13,15.23,305129,6152297,84978,82076,34724,31546,22,23,53,56
9135,MTB-1,1,112,124,474043,6772898,6580038,66.13,66.24,163457,173477,89214,91162,14,13,29,27,43,27,3510056,45,179071,92.63,645.01,14.75,370893,6102559,116663,126509,43198,47899,17,16,43,40
9135,N17-1,1,112,127,474043,6773057,6370730,66.13,66.41,163457,186124,89214,91162,14,12,28,25,44,32,4452158,52,404332,93.529,1010.24,23.23,340075,5967564,76428,80664,38855,52405,24,22,53,46
9135,NCGM_1900,1,112,124,474043,6773047,6814936,66.13,65.98,173477,173477,89214,82767,13,13,27,28,40,25,3896212,34,339940,87.54,612.44,12.61,289574,5972323,91162,91162,36818,36136,23,23,51,52
9135,NCGM_1984,1,112,124,474043,6773047,6850954,66.13,65.96,173477,173477,89214,82767,13,13,27,28,43,26,3951720,35,339940,87.449,614.63,12.32,289574,5997914,91162,91162,36818,35301,23,23,51,53
9135,NCGM257,1,112,124,474043,6773182,7090694,66.13,65.91,165549,163457,89214,80409,14,15,28,31,37,25,3320331,42,274598,87.64,647.47,14.48,299869,6220167,100739,94575,47899,39855,20,22,44,49
9135,NCTC10332,1,112,124,474043,6773359,6316979,66.13,66.52,163457,188840,82767,91265,13,11,28,24,47,28,4397855,49,287024,94.861,974.5,23.91,266492,5999109,77381,78810,37505,47121,25,23,56,48
9135,PA1,1,112,125,474043,6773113,6498072,66.13,66.35,163457,173477,81712,89214,14,13,29,27,59,38,5026099,58,239885,92.075,964.18,21.66,286522,5991688,74134,78810,34642,39667,25,23,56,50
9135,PA1R,1,112,125,474043,6772962,6309305,66.13,66.29,161320,173477,81712,91162,14,12,29,25,56,35,4952239,54,433802,91.522,960.67,21.72,286522,5784547,75939,80163,30622,38855,26,23,59,49
9135,PA1RG,1,112,125,474043,6773113,6500439,66.13,66.34,163457,173477,81712,89214,14,13,29,27,60,38,5026099,58,239885,92.046,949.89,21.63,286522,5991688,74134,78810,34642,39667,26,24,57,51
9135,PA7,1,112,155,257968,6774321,6588339,66.13,66.45,102107,115276,57207,63857,21,20,42,39,24,13,743264,14,4864361,24.95,3649.41,123.07,82613,1648878,0,0,0,0,0,0,0,0
9135,PAO1,1,112,126,474043,6773302,6264404,66.13,66.56,165549,186124,89214,91473,14,12,28,24,44,28,3845946,51,352447,95.393,961.88,21.2,363734,5984434,80663,89097,34238,47580,22,19,53,44
9135,PAO1_Orsay,1,112,126,474043,6773308,6276469,66.13,66.54,165549,186124,89214,91473,14,12,28,24,46,29,3916965,51,352447,95.225,962.12,20.95,363731,5985663,80664,89097,33676,47580,22,19,54,44
9135,RP73,1,112,125,474043,6773139,6342034,66.13,66.46,163457,186124,89214,91265,14,12,28,25,47,35,4903975,51,276438,94.475,960.96,22.16,301901,5999911,88786,91454,35240,47129,24,21,54,46
9135,S86968,1,112,126,474043,6773055,6951288,66.13,66.04,173477,163457,89214,81711,13,14,28,30,80,41,5125403,51,137661,88.922,980.92,22.71,234842,6189854,67845,67644,30787,28616,28,29,62,66
9135,SCV20265,1,112,125,474043,6773116,6725183,66.13,66.25,173478,173478,89214,89214,13,13,28,28,59,38,5024612,60,107584,91.694,986.32,21.6,266373,6175919,80664,85338,36136,37505,26,25,56,55
9135,sga,0,112,317,120296,6772429,6264404,66.14,66.56,43660,45870,24338,28635,51,45,101,87,35,33,1408103,50,658586,95.283,961.35,21.23,120296,5984124,34901,39197,14835,19192,59,52,132,108
9135,sgvi,0,112,109,383743,6790980,6264404,66.12,66.56,134930,143954,83007,92679,15,14,32,27,44,29,3576250,55,496502,95.512,967.9,21.33,363963,5994099,78046,84420,30955,43374,25,22,57,46
9135,SJTD-1,1,112,128,474043,6773325,6243825,66.13,66.5,163457,173477,89214,91473,14,13,29,25,50,33,4481686,54,283892,94.886,954.54,21.27,339989,5931946,76839,84420,34238,45193,26,23,59,48
9135,T38079,1,112,126,474043,6773084,6809437,66.13,66.15,161320,161320,82767,82767,14,14,29,29,61,38,4653383,58,112473,91.082,995.91,23.6,266346,6211009,70790,70790,35255,35255,26,26,58,58
9135,T52373,1,112,125,474043,6773109,6322459,66.13,66.51,163457,186124,89214,91265,14,12,28,25,44,32,4580244,60,282655,93.885,977.43,23.92,301798,5942008,80768,89097,34642,44282,23,21,55,47
9135,T63266,1,112,125,474043,6773121,6456866,66.13,66.33,165549,173476,89214,91162,14,13,28,26,56,37,4880599,55,226020,92.851,1014.1,24.32,340023,6002619,76428,80664,34243,39245,25,23,56,50
9135,UCBPP-PA14,1,112,124,474043,6773123,6537648,66.13,66.29,173477,186124,89214,91162,13,12,27,25,43,33,4498367,41,319018,92.943,650.27,16.08,307162,6083476,99646,100739,43305,48691,19,18,46,42
9135,USDA-ARS-USMARC-41639,1,112,124,474043,6773072,6364583,66.13,66.39,165549,186124,89214,91265,14,12,28,25,53,37,4623831,51,248878,94.31,960.24,20.26,376000,6009692,84729,89228,38855,48677,22,19,51,43
9135,VA-134,1,112,125,474043,6773107,6400418,66.13,66.42,163457,186124,89214,91265,14,12,28,25,52,34,4860682,55,219250,93.798,1009.52,22.87,301801,6011111,78810,88786,35255,44481,24,22,54,47
9135,velvet_57,0,112,158,289716,6725285,6264404,66.23,66.56,92320,96054,53940,57128,24,21,48,42,48,36,2872977,62,551258,95.041,970.85,22.29,241169,5960818,55911,57613,25494,30375,35,31,79,67
9135,velvet_optimiser,0,112,199,261694,6788121,6264404,66.15,66.56,67575,69922,36894,42585,29,26,63,53,46,38,2398716,61,587515,95.517,965.44,22.29,234975,5997897,50749,54788,19142,25906,40,35,94,76
9135,velvet_unknown,0,112,619,96981,6668923,6264404,66.17,66.56,21949,23958,12046,13935,90,81,191,168,27,26,603048,41,679514,94.192,964.01,21.05,96981,5907138,17615,18464,7817,9472,107,95,244,209
9135,VRFPA04,1,112,134,399539,6773287,6818030,66.13,66.48,133634,133634,80409,80409,15,15,32,32,395,62,6111475,137,286993,85.893,602.88,22.28,81067,5870601,22663,22407,9252,8778,86,87,201,205
9135,W16407,1,112,126,396770,6773092,6829406,66.13,65.93,163456,161320,89214,82767,14,15,29,30,61,34,4148273,60,273187,88.734,978.34,23.93,266492,6067258,79426,78419,35255,34238,24,25,55,57
9135,W36662,1,112,125,474043,6773156,6804266,66.13,66.17,165549,165549,82767,82767,14,14,29,29,58,37,5050696,46,255235,88.318,981.9,21.97,286522,6016576,69957,69957,33835,33010,23,23,58,59
9135,W45909,1,112,125,474042,6773085,6803881,66.13,66.25,163457,163457,89214,89214,14,14,29,29,48,29,3921492,56,147311,91.558,974.9,23.71,340070,6236399,88868,88868,42325,39667,21,21,47,48
9135,W60856,1,112,125,474043,6773173,6907606,66.13,66.18,173478,163457,89214,82767,13,14,28,29,69,39,5050212,56,87587,90.769,941.16,20.81,274042,6277731,72846,70421,34727,32623,27,28,59,62
9135,X78812,1,112,126,474043,6773073,6371121,66.13,66.42,163457,186124,82767,91162,14,12,28,25,44,30,4099821,56,272210,94.549,960.87,20.93,379522,6030436,76257,77381,35094,39667,25,23,57,49
9135,YL84,1,112,125,474043,6773102,6433441,66.13,66.43,163457,173477,89214,91265,14,13,28,25,57,36,4583320,57,163918,94.169,986.53,21.79,286522,6064812,75760,78810,35196,39595,25,23,57,50
9136,12-4-4_59,1,67,149,340342,6564270,6431911,66.15,66.35,125001,131341,88507,95114,17,16,32,31,30,23,3252834,38,348048,92.138,486.68,10.63,252385,5934719,85905,87339,47316,47938,26,25,51,48
9136,8380,1,67,150,340342,6564345,6613260,66.15,66.23,124842,124842,88507,84552,17,17,32,33,47,28,3759155,47,281532,91.101,515.95,11.22,252379,6033662,82606,82606,39614,38584,27,27,56,57
9136,AES-1R,1,67,150,300089,6564472,6343337,66.15,66.51,124842,125001,84552,90662,17,16,33,31,36,24,3000976,40,404144,93.055,479.47,11.72,252281,5911172,92796,93690,43463,47771,26,25,52,49
9136,ATCC_27853,1,67,157,340342,6564305,6827737,66.15,66.11,125001,124842,84284,71229,17,18,33,35,34,25,3339522,54,350982,86.374,522.62,11.8,228240,5906512,92106,83895,38426,31379,26,28,54,60
9136,B136-33,1,67,150,340345,6564471,6421010,66.15,66.42,125001,125001,84283,84552,17,17,34,32,47,29,3780628,48,265992,93.159,979.96,19.79,191672,5990835,80079,82283,35320,39603,28,27,57,54
9136,BAMCPA07-48,1,67,153,340345,6564842,7021552,66.15,66.03,124842,106401,84283,63528,17,19,34,39,63,34,3635796,49,238233,85.738,968.23,23.07,252386,6028887,82283,78354,32613,24490,28,30,60,72
9136,Carb01_63,1,67,151,340342,6564226,7497593,66.15,65.6,124842,106401,88507,48452,18,22,33,44,59,39,3637586,52,259895,81.158,541.6,12.84,245125,6093052,84859,71460,37305,19407,26,32,55,79
9136,clc,0,67,172,466248,6546979,6264404,66.16,66.56,96410,100027,49026,52795,23,21,46,42,36,29,2326432,55,473266,94.686,484.29,11.24,270186,5938729,61632,72311,27794,31172,29,27,68,61
9136,Cu1510,1,67,153,340345,6564422,6123018,66.15,66.65,124842,128758,84283,90662,17,15,33,29,49,35,3590341,74,376890,93.758,949.74,29.09,253432,5744024,86385,90823,32784,38594,27,25,59,50
9136,DHS01,1,67,149,340342,6564849,7055752,66.16,65.76,121497,108543,84283,63903,17,19,33,38,36,23,3189480,45,338824,83.633,512.23,10.76,230481,5909093,92607,84281,36354,23775,25,28,52,65
9136,DK2,1,67,154,340342,6565057,6402658,66.16,66.27,124842,125000,84552,90662,17,16,33,31,38,24,2827505,39,436315,91.766,530.77,12.08,258825,5882831,92821,93609,42407,47506,24,23,50,47
9136,DSM_50071,1,67,149,340345,6564415,6317050,66.15,66.52,124842,125001,88507,95108,17,16,32,30,31,20,3017325,39,391465,93.284,495.05,11.49,252349,5899788,88270,92960,43400,47805,27,25,52,48
9136,F22031,1,67,149,340342,6564329,6603099,66.15,66.22,124842,124842,84400,84400,17,17,33,33,36,24,3704086,49,352354,89.728,476.03,10.89,245301,5933565,83187,83187,38426,38426,27,27,56,56
9136,F23197,1,67,150,340342,6564133,6535112,66.15,66.21,124842,124842,88507,88507,17,17,32,32,31,21,2818423,38,319355,92.347,525.2,11.72,253794,6041484,96047,96047,47518,47825,23,23,46,45
9136,F30658,1,67,150,340342,6564246,7273258,66.15,65.76,125001,119435,88507,56856,18,21,33,40,46,30,3187184,39,212408,84.603,511.98,12.46,181895,6160566,94505,84859,48287,30344,25,29,49,62
9136,F63912,1,67,150,340345,6564888,6641519,66.16,66.23,124842,124842,88507,84552,17,17,32,33,42,26,3040504,36,287050,90.045,517.53,11.02,252349,5989306,92851,92101,40275,38426,24,25,50,52
9136,F9670,1,67,149,340342,6564444,6794354,66.15,66.15,124842,121497,84400,76736,17,18,33,35,42,27,3460678,41,255204,88.151,526.79,16.65,252239,5997865,83895,81947,38868,34422,27,28,55,59
9136,F9676,1,67,149,340342,6564358,6368008,66.15,66.47,124842,125001,88507,90662,17,16,32,31,30,23,3231705,35,372070,93.507,474.36,11.1,252383,5961928,98243,100657,47439,47825,25,24,50,47
9136,FRD1,1,67,152,340342,6564241,6712339,66.15,66.09,125001,125001,88507,84284,18,18,33,34,38,28,2565096,42,270629,90.904,515.13,16.14,245301,6108976,101956,100190,48946,47678,23,24,46,48
9136,H27930,1,67,151,340342,6564545,6598021,66.15,66.23,124842,124842,84400,84400,17,17,33,33,32,23,2943215,41,284489,91.154,503.69,11.85,252386,6022969,95931,95931,44250,44250,25,25,50,50
9136,H47921,1,67,149,340342,6564102,6836415,66.15,66.07,124842,121497,88507,76736,17,18,32,35,48,33,3877773,48,296739,86.573,676.39,14.33,252349,5925552,78031,77305,36237,31199,26,28,56,61
9136,H5708,1,67,152,340342,6564274,6351710,66.15,66.5,124842,125001,84400,88507,18,17,34,32,25,16,2213079,36,393326,93.819,507.31,11.16,258876,5966072,96055,100822,46292,48946,24,23,47,44
9136,idba,0,67,201,267148,6560520,6264404,66.16,66.56,84205,91046,44250,47817,26,24,53,48,33,27,1935046,43,506760,94.781,485.49,11.3,265126,5946233,58538,60749,26782,31172,33,31,74,66
9136,idba_ud,0,67,189,299607,6565201,6264404,66.16,66.56,95968,99504,47825,53011,23,21,47,42,34,25,2107626,41,507685,94.803,485.05,11.3,265205,5948564,63102,69180,31429,35440,30,28,66,59
9136,IOMTU_133,1,67,152,340345,6564470,6897018,66.15,65.98,124842,121497,84284,63903,17,18,33,37,51,32,3552170,54,355258,86.007,985.96,19.67,243723,5938141,87275,77311,34048,25891,27,29,57,66
9136,LES431,1,67,149,340342,6564174,6550070,66.15,66.34,124842,124842,88507,88507,17,17,32,32,24,20,3192926,37,302925,92.147,462.51,11.61,252385,6044399,93389,93389,47771,47771,25,25,49,49
9136,LESB58,1,67,149,340342,6564168,6601757,66.15,66.3,124842,124842,88507,84552,17,17,32,33,26,22,3273518,37,302925,91.414,462.06,11.35,252379,6043273,93389,93389,47771,47518,25,25,49,50
9136,M1608,1,67,154,340342,6564544,6475385,66.15,65.96,124842,125001,76736,84283,17,16,33,32,64,35,3988377,40,581041,87.739,947.93,20.8,243701,5688012,75818,75818,22259,24440,28,28,67,64
9136,M18,1,67,150,340342,6565210,6327754,66.16,66.5,124842,125001,88507,95108,17,16,32,30,30,21,3345800,32,388559,92.528,468.58,10.23,252390,5862343,93411,95315,44639,47445,26,25,52,48
9136,M37351,1,67,153,340342,6564438,6897231,66.15,65.97,124842,121497,76736,63903,17,18,33,37,68,38,4193100,47,267559,86.792,946.07,20.35,243701,5992465,76509,75718,28409,22259,28,30,63,73
9136,MTB-1,1,67,153,340342,6564589,6580038,66.15,66.24,125001,124842,84283,84283,17,18,34,34,49,30,3260769,45,310581,89.949,982.58,20.98,252385,5927696,78081,78081,34048,34048,26,26,58,58
9136,N17-1,1,67,150,340342,6564281,6370730,66.15,66.41,124842,125001,88507,90662,17,16,32,31,28,21,2957359,39,340706,92.952,507.13,12.21,252349,5931852,101727,102780,47803,54425,24,23,46,43
9136,NCGM_1900,1,67,152,340345,6564562,6814936,66.15,65.98,124842,121497,84400,76736,17,18,33,35,59,33,4258520,48,433673,85.535,975.73,20.47,191672,5838271,71411,69780,27996,24327,31,32,67,74
9136,NCGM_1984,1,67,152,340345,6564562,6850954,66.15,65.96,124842,121497,84400,76736,17,18,33,35,59,33,4258520,49,433673,85.087,975.77,20.24,191672,5838340,71411,66874,27996,23211,31,33,67,75
9136,NCGM257,1,67,154,340345,6564540,7090694,66.15,65.91,124842,106401,84284,56026,17,19,33,39,54,37,4325195,53,223847,84.253,990.77,20.02,191480,5980237,80078,75729,36572,24440,29,32,58,71
9136,NCTC10332,1,67,150,340345,6564416,6316979,66.15,66.52,121497,124842,84552,90662,17,16,33,31,31,20,2896899,39,391465,93.283,495.07,13.51,252349,5899788,88270,92960,42296,47518,27,25,53,49
9136,PA1,1,67,151,340342,6565022,6498072,66.16,66.35,121497,124842,84284,84552,17,16,33,32,46,26,3265443,48,408588,91.294,562.11,11.33,258824,5941482,92252,93690,36290,38426,26,25,53,51
9136,PA1R,1,67,152,340342,6565017,6309305,66.16,66.29,121497,124842,79323,84552,17,16,33,31,41,24,3283035,47,612646,90.664,562.58,11.43,258824,5729592,93690,98945,34121,39499,26,25,54,49
9136,PA1RG,1,67,151,340342,6565022,6500439,66.16,66.34,121497,124842,84284,84552,17,16,33,32,46,26,3317281,48,408588,91.26,562.06,11.18,258824,5941482,93690,97694,36290,38426,26,25,53,51
9136,PA7,1,67,184,299607,6566463,6588339,66.16,66.45,104752,104752,50413,50413,21,21,43,43,13,11,551889,13,4739373,25.051,3730.18,120.21,78892,1655116,0,0,0,0,0,0,0,0
9136,PAO1,1,67,150,340342,6564088,6264404,66.15,66.56,124842,131341,88507,95108,17,15,32,30,34,24,3231829,40,425024,94.803,484.27,11.32,270285,5947569,85905,88740,40968,48946,25,23,51,46
9136,PAO1_Orsay,1,67,151,340342,6564207,6276469,66.15,66.54,124842,125001,88507,95108,17,16,32,30,35,25,3303058,40,425024,94.618,483.9,10.83,270285,5947638,85905,88740,39614,47771,25,23,52,47
9136,RP73,1,67,149,340345,6564868,6342034,66.16,66.46,124842,125001,88507,90662,17,16,32,31,39,25,3159359,36,287566,93.769,519.37,11.47,243723,5956371,92851,93282,44247,47518,25,24,50,47
9136,S86968,1,67,150,340342,6564446,6951288,66.15,66.04,124842,121497,84400,71229,17,18,33,36,60,34,3994674,37,323298,85.23,524,13.1,211901,5933489,75674,70585,32784,23976,29,31,60,71
9136,SCV20265,1,67,150,340342,6564200,6725183,66.15,66.25,124842,124842,88507,84284,17,17,32,34,43,28,3775482,44,252966,89.588,512.6,10.77,252239,6032470,82282,76669,42407,36572,27,28,55,59
9136,sga,0,67,582,86184,6581656,6264404,66.16,66.56,22847,24420,12399,13769,90,84,188,170,25,25,622169,34,577105,94.632,486.05,11.08,86069,5964207,19790,20854,9336,11143,100,92,217,194
9136,sgvi,0,67,127,466686,6588165,6264404,66.14,66.56,126814,128695,66497,81139,18,17,35,32,41,27,3248078,52,489138,94.985,487.27,11.48,270405,5965099,74957,75853,36184,43353,27,24,57,51
9136,SJTD-1,1,67,150,340342,6564309,6243825,66.15,66.5,124842,131341,88507,95102,17,15,32,30,33,21,2987810,43,380983,94.435,470.43,10.18,252349,5904517,92788,93690,46013,48993,26,24,51,46
9136,soapdenovo2,0,67,334,163659,6533925,6264404,66.17,66.56,44864,47065,23668,26041,46,43,97,89,28,26,1149981,34,548596,94.416,480.71,10.74,163659,5923265,36191,38164,17284,19158,53,50,119,107
9136,T38079,1,67,150,340342,6564443,6809437,66.15,66.15,124842,121497,84284,71229,17,18,33,35,41,26,3200294,41,286633,87.976,528.05,13.34,252239,5999061,85905,83895,38868,34285,26,27,54,59
9136,T52373,1,67,151,340342,6564274,6322459,66.15,66.51,124842,125001,88507,95114,17,16,32,30,33,21,2897597,36,415865,93.295,485.41,14.09,244416,5907363,93690,95886,40968,47439,24,23,50,46
9136,T63266,1,67,150,340342,6564244,6456866,66.15,66.33,124842,125001,88507,90662,17,16,32,31,38,25,3214236,40,283815,91.814,501.27,12.62,252391,5937964,100754,100754,42406,44120,25,25,50,48
9136,UCBPP-PA14,1,67,155,340342,6564554,6537648,66.15,66.29,124842,124842,76736,76736,17,17,33,33,52,33,3848393,50,294224,91.151,969.15,21.26,243701,5965894,82282,82282,32784,33013,27,27,58,57
9136,USDA-ARS-USMARC-41639,1,67,148,340342,6564086,6364583,66.15,66.39,124842,125001,88507,90662,17,16,32,31,36,26,3237586,38,349926,94.731,480.18,10.48,245301,6037873,88743,92011,44250,47805,24,23,49,46
9136,VA-134,1,67,149,340342,6564308,6400418,66.15,66.42,124842,125001,88507,90662,17,16,32,31,34,24,3288405,37,320687,92.877,514.31,11.79,252349,5951470,100176,100972,42296,46278,24,23,49,46
9136,velvet_57,0,67,180,219822,6526771,6264404,66.22,66.56,78298,79177,46259,52709,25,24,52,48,40,29,2242103,45,433588,94.492,483.9,11.96,163212,5924748,55251,55459,27593,30160,36,34,78,71
9136,velvet_optimiser,0,67,266,223987,6576750,6264404,66.17,66.56,55892,60403,30400,33142,38,35,78,71,34,29,1505655,46,498287,94.761,486.67,13.07,212033,5956765,39536,43679,19072,23254,45,41,101,90
9136,velvet_parametrized,0,67,218,211911,6544200,6264404,66.23,66.56,67485,70834,35011,37752,32,30,66,60,39,31,1800863,45,466570,94.638,486.28,11.87,211735,5939661,47568,49074,23372,25584,41,38,91,83
9136,velvet_unknown,0,67,463,132507,6459097,6264404,66.27,66.56,30234,31059,15806,17017,66,63,139,130,33,31,831325,53,492921,93.671,484.68,13.63,132471,5871749,25477,25873,10285,11728,74,70,170,157
9136,VRFPA04,1,67,161,340345,6564315,6818030,66.15,66.48,121497,106401,71229,63528,19,20,37,39,402,68,5922641,141,353360,83.121,956,28.44,78012,5680832,20163,18851,7712,5852,93,99,221,249
9136,W16407,1,67,150,340342,6564311,6829406,66.15,65.93,124842,121497,88507,76736,17,18,32,35,44,30,3653883,41,231715,88.5,509.18,13.77,270285,6052156,88536,83369,38692,34173,24,26,51,56
9136,W36662,1,67,151,340342,6564140,6804266,66.15,66.17,124842,121497,84400,76736,17,18,33,35,44,25,3205894,41,419226,86.755,504.96,10.86,258825,5911932,77302,76736,38426,34183,27,28,56,61
9136,W45909,1,67,149,340342,6564114,6803881,66.15,66.25,125001,124842,88507,84284,17,18,32,34,40,23,3101037,50,242719,88.442,509.22,12.88,252349,6027034,94680,93690,44328,37426,24,25,49,53
9136,W60856,1,67,148,340342,6564222,6907606,66.15,66.18,125001,124842,88507,76736,17,18,32,35,47,28,3611238,45,281817,87.018,496.25,12.28,258827,6018715,85905,82431,36354,29816,28,30,55,63
9136,X78812,1,67,148,340342,6564218,6371121,66.15,66.42,124842,125001,88507,90662,17,16,32,31,34,23,3509535,38,349136,93.436,492.94,11.29,252349,5962320,88742,92158,40015,44639,27,26,53,50
9136,YL84,1,67,149,340345,6564265,6433441,66.15,66.43,124842,125001,88507,90662,17,16,32,31,38,26,3433760,36,281012,93.359,513.09,11.14,252349,6014975,98437,98437,39614,43810,25,25,51,49
9137,12-4-4_59,1,185,75,662138,6227825,6431911,66.5,66.35,254750,254750,115577,112455,7,7,16,17,43,20,4410577,37,45583,92.96,503.04,10.67,421092,5984953,116871,114724,59607,54859,15,16,33,36
9137,8380,1,185,75,662138,6228340,6613260,66.5,66.23,254750,234498,139671,109372,7,8,15,18,36,21,4749530,37,50973,89.891,459.38,9.57,362729,5950104,134457,114640,61210,51925,15,17,33,38
9137,AES-1R,1,185,74,662138,6227777,6343337,66.5,66.51,254750,254750,139671,122659,7,7,15,16,49,21,4844177,33,57398,92.984,485.8,10.27,362500,5903475,121590,119091,56047,55375,16,17,35,36
9137,ATCC_27853,1,185,80,662138,6227675,6827737,66.5,66.11,234498,209554,121695,97934,8,10,17,21,50,26,5087409,51,123102,85.441,455.94,8.78,340807,5842435,108774,94297,52125,38410,18,21,38,48
9137,B136-33,1,185,75,662138,6227894,6421010,66.5,66.42,254750,254750,115577,112515,7,7,16,17,56,23,5053937,61,65965,91.329,980.22,19.56,291704,5870414,104110,97735,47920,45890,20,21,43,46
9137,BAMCPA07-48,1,185,75,662138,6227903,7021552,66.5,66.03,254750,232238,115577,91064,7,9,16,21,64,24,5074905,56,56094,83.997,978.04,22.47,535560,5904395,104110,76473,45891,31183,19,23,43,59
9137,Carb01_63,1,185,75,662138,6227779,7497593,66.5,65.6,234498,209554,131798,50897,8,10,16,27,62,30,5565131,54,80756,78.443,523.51,11.46,653020,5888319,119226,79368,49025,18673,17,24,38,69
9137,clc,0,185,76,661133,6221589,6264404,66.5,66.56,210384,210384,121504,121504,9,9,18,18,39,20,4239849,45,84510,94.286,497.86,10.89,547098,5911004,107370,107370,55021,55021,19,19,40,40
9137,Cu1510,1,185,74,662138,6227648,6123018,66.5,66.65,254750,254750,139671,139671,7,7,15,15,70,28,5373660,98,65184,94.225,959.28,28.22,561635,5772535,95792,96147,40180,42553,18,17,43,41
